,drift,ms
6394,449,31
6395,527,22
6396,486,6
6397,271,22
6398,18,16
6399,102,21
6400,245,34
6401,236,45
6402,360,34
6403,43,71
6404,106,33
6405,232,38
6406,135,32
6407,615,91
6408,375,55
6409,26,13
6410,424,44
6411,183,36
6412,254,35
6413,327,32
6414,1015,26
6415,365,6
6416,346,31
6417,302,30
6418,123,158
6419,172,31
6420,305,25
6421,613,31
6422,571,35
6423,589,15
6424,269,28
6425,79,266
6426,69,121
6427,317,33
6428,672,33
6429,197,34
6430,174,30
6431,183,47
6432,126,33
6433,113,36
6434,256,28
6435,320,59
6436,29,32
6437,661,20
6438,375,49
6439,131,33
6440,168,117
6441,20,12
6442,33,24
6443,130,23
6444,165,40
6445,131,63
6446,29,36
6447,67,20
6448,191,35
6449,234,34
6450,165,36
6451,317,14
6452,46,28
6453,30,7
6454,478,27
6455,625,14
6456,741,28
6457,532,43
6458,1899,31
6459,1303,16
6460,2471,29
6461,3123,28
6462,449,16
6463,223,30
6464,907,8
6465,1752,27
6466,835,42
6467,156,31
6468,212,11
6469,2398,30
6470,1651,7
6471,2088,43
6472,1365,32
6473,644,21
6474,94,34
6475,2951,19
6476,376,16
6477,2666,32
6478,819,28
6479,3784,34
6480,224,20
6481,440,31
6482,136,31
6483,549,32
6484,75,20
6485,408,17
6486,215,20
6487,143,35
6488,37,36
6489,73,57
6490,43,9
6491,85,43
6492,1344,20
6493,446,20
6494,2042,18
6495,905,32
6496,2435,33
6497,207,29
6498,4488,133
6499,28,8
6500,2250,32
6501,1234,78
6502,19,32
6503,45,9
6504,67,9
6505,91,27
6506,3303,32
6507,1783,32
6508,147,6
6509,29,31
6510,2089,21
6511,322,25
6512,1999,94
6513,45,33
6514,124,31
6515,1319,59
6516,39,15
6517,4195,18
6518,150,30
6519,779,17
6520,510,20
6521,74,20
6522,750,43
6523,627,17
6524,394,20
6525,142,20
6526,1181,32
6527,161,17
6528,559,16
6529,26,22
6530,16,35
6531,116,20
6532,704,16
6533,161,19
6534,209,17
6535,289,29
6536,443,32
6537,430,36
6538,65,20
6539,296,17
6540,571,18
6541,116,16
6542,412,18
6543,167,19
6544,175,20
6545,122,19
6546,1287,15
6547,126,19
6548,1687,17
6549,50,21
6550,712,20
6551,99,18
6552,287,17
6553,230,20
6554,1202,17
6555,276,18
6556,366,17
6557,300,17
6558,202,31
6559,377,34
6560,120,18
6561,288,28
6562,148,19
6563,31,35
6564,133,20
6565,133,15
6566,882,21
6567,140,16
6568,1507,15
6569,550,19
6570,190,19
6571,1741,8
6572,244,26
6573,237,30
6574,1178,30
6575,698,68
6576,16,6
6577,15,21
6578,172,15
6579,2190,20
6580,80,20
6581,443,19
6582,727,31
6583,676,34
6584,102,8
6585,954,32
6586,636,18
6587,165,16
6588,2406,11
6589,546,63
6590,184,18
6591,196,16
6592,184,16
6593,241,16
6594,271,18
6595,238,14
6596,243,15
6597,685,19
6598,191,20
6599,169,17
6600,2434,27
6601,1796,25
6602,3453,14
6603,1875,18
6604,1808,16
6605,2123,28
6606,1630,41
6607,903,27
6608,764,28
6609,1412,16
6610,860,30
6611,453,26
6612,1251,42
6613,1619,28
6614,1822,31
6615,354,12
6616,168,29
6617,1018,29
6618,708,49
6619,235,9
6620,921,13
6621,202,30
6622,619,31
6623,655,15
6624,365,20
6625,330,30
6626,86,46
6627,282,33
6628,433,63
6629,68,10
6630,2398,33
6631,3182,30
6632,1902,20
6633,417,111
6634,2884,32
6635,433,40
6636,1222,34
6637,192,31
6638,865,46
6639,301,42
6640,346,32
6641,1225,47
6642,41,33
6643,291,22
6644,931,8
6645,1023,21
6646,312,18
6647,593,18
6648,1064,46
6649,315,22
6650,161,42
6651,336,19
6652,724,31
6653,225,19
6654,198,29
6655,2864,29
6656,375,8
6657,300,12
6658,233,17
6659,122,18
6660,101,15
6661,99,16
6662,121,13
6663,363,12
6664,397,11
6665,475,16
6666,211,13
6667,265,17
6668,1465,33
6669,233,28
6670,1528,7
6671,665,27
6672,1066,15
6673,134,29
6674,101,17
6675,116,16
6676,282,11
6677,1344,8
6678,1037,8
6679,427,11
6680,361,10
6681,50,6
6682,435,10
6683,1764,17
6684,150,18
6685,3146,9
6686,170,12
6687,143,9
6688,560,10
6689,256,15
6690,3625,19
6691,1859,11
6692,1021,13
6693,2866,21
6694,3033,20
6695,586,19
6696,651,18
6697,20,24
6698,1181,16
6699,174,18
6700,81,13
6701,2364,12
6702,564,15
6703,859,16
6704,3169,19
6705,1086,31
6706,45,16
6707,815,19
6708,454,18
6709,49,6
6710,15,9
6711,39,42
6712,221,6
6713,112,33
6714,325,21
6715,350,31
6716,640,37
6717,1493,19
6718,402,8
6719,462,31
6720,705,21
6721,1194,17
6722,1437,18
6723,1400,22
6724,176,34
6725,938,17
6726,1210,16
6727,267,28
6728,313,31
6729,1605,42
6730,125,18
6731,203,44
6732,22,48
6733,25,48
6734,15,6
6735,26,11
6736,93,148
6737,56,58
6738,563,68
6739,55,59
6740,38,15
6741,92,10
6742,182,10
6743,15,7
6744,274,11
6745,1322,21
6746,484,28
6747,779,8
6748,244,24
6749,267,32
6750,314,17
6751,405,30
6752,219,32
6753,361,27
6754,272,27
6755,374,32
6756,74,30
6757,53,18
6758,427,27
6759,623,12
6760,813,29
6761,30,21
6762,400,41
6763,235,18
6764,425,18
6765,232,26
6766,706,31
6767,1521,28
6768,414,9
6769,548,14
6770,425,20
6771,44,14
6772,342,14
6773,424,18
6774,138,13
6775,71,54
6776,161,31
6777,199,22
6778,41,21
6779,267,32
6780,1162,14
6781,247,30
6782,236,30
6783,464,77
6784,159,22
6785,78,21
6786,441,17
6787,141,32
6788,514,46
6789,497,20
6790,1039,19
6791,124,29
6792,716,35
6793,311,32
6794,1074,18
6795,258,33
6796,865,31
6797,132,28
6798,585,15
6799,201,16
6800,529,27
6801,261,27
6802,559,12
6803,1697,37
6804,476,26
6805,177,28
6806,383,31
6807,219,27
6808,225,15
6809,1331,17
6810,790,14
6811,433,8
6812,261,10
6813,460,28
6814,375,25
6815,536,27
6816,1137,30
6817,488,43
6818,217,81
6819,113,30
6820,647,35
6821,169,34
6822,286,9
6823,213,27
6824,1382,11
6825,277,32
6826,375,29
6827,1520,48
6828,213,7
6829,321,33
6830,421,30
6831,708,28
6832,119,32
6833,456,176
6834,74,7
6835,156,22
6836,42,31
6837,159,28
6838,476,43
6839,435,30
6840,583,30
6841,517,33
6842,223,30
6843,452,9
6844,398,29
6845,1554,44
6846,48,28
6847,1424,6
6848,765,45
6849,38,19
6850,1157,6
6851,130,30
6852,73,7
6853,62,30
6854,31,72
6855,398,6
6856,221,10
6857,1155,17
6858,1538,58
6859,1205,42
6860,255,29
6861,493,28
6862,129,44
6863,332,10
6864,1598,55
6865,102,10
6866,2426,7
6867,60,9
6868,1500,8
6869,453,19
6870,3475,30
6871,1675,12
6872,1007,6
6873,1128,17
6874,1353,40
6875,460,12
6876,1890,11
6877,1326,9
6878,5659,18
6879,1411,36
6880,196,16
6881,806,20
6882,295,16
6883,875,13
6884,439,9
6885,577,14
6886,508,28
6887,5473,27
6888,589,6
6889,1215,29
6890,620,43
6891,1191,23
6892,249,108
6893,970,29
6894,1702,8
6895,493,9
6896,98,20
6897,701,43
6898,1686,27
6899,1934,40
6900,743,19
6901,991,32
6902,1301,16
6903,525,25
6904,899,31
6905,15,12
6906,140,30
6907,257,23
6908,485,44
6909,660,11
6910,715,46
6911,71,33
6912,342,40
6913,237,16
6914,505,10
6915,182,18
6916,470,28
6917,398,18
6918,40,6
6919,766,29
6920,248,41
6921,359,26
6922,165,10
6923,1110,17
6924,559,30
6925,159,8
6926,267,9
6927,226,33
6928,246,31
6929,259,32
6930,321,10
6931,221,31
6932,237,32
6933,82,32
6934,123,13
6935,315,33
6936,123,15
6937,409,12
6938,699,43
6939,27,10
6940,96,48
6941,238,35
6942,138,22
6943,142,40
6944,113,38
6945,143,30
6946,96,16
6947,115,35
6948,736,33
6949,320,34
6950,326,30
6951,966,18
6952,137,33
6953,528,33
6954,93,29
6955,605,30
6956,1934,24
6957,1717,18
6958,255,33
6959,373,7
6960,910,7
6961,564,25
6962,804,16
6963,241,28
6964,311,25
6965,809,28
6966,386,40
6967,1700,7
6968,795,30
6969,281,11
6970,310,36
6971,1071,28
6972,993,10
6973,101,73
6974,39,47
6975,132,11
6976,210,15
6977,496,8
6978,364,19
6979,131,13
6980,763,43
6981,4472,12
6982,2562,18
6983,228,11
6984,1126,13
6985,554,18
6986,288,53
6987,87,57
6988,90,48
6989,658,7
6990,101,27
6991,24,16
6992,191,9
6993,38,9
6994,582,22
6995,18,18
6996,257,12
6997,1684,16
6998,749,8
6999,413,20
7000,137,24
7001,552,22
7002,357,16
7003,801,15
7004,922,32
7005,2163,146
7006,3250,116
7007,63,20
7008,232,29
7009,3333,17
7010,306,63
7011,19,13
7012,646,25
7013,1793,15
7014,303,10
7015,29,9
7016,709,126
7017,1320,8
7018,292,62
7019,1751,31
7020,179,33
7021,2838,31
7022,129,18
7023,4404,38
7024,189,6
7025,269,23
7026,4225,37
7027,534,33
7028,293,32
7029,1182,10
7030,249,16
7031,1258,34
7032,1444,28
7033,1455,7
7034,1245,23
7035,347,48
7036,294,47
7037,170,41
7038,626,57
7039,735,46
7040,1058,7
7041,1081,44
7042,4478,31
7043,1170,12
7044,467,13
7045,316,13
7046,318,9
7047,274,43
7048,661,31
7049,643,13
7050,927,32
7051,452,14
7052,327,28
7053,337,16
7054,1004,27
7055,917,49
7056,113,9
7057,743,19
7058,196,18
7059,216,31
7060,517,18
7061,363,30
7062,376,17
7063,276,18
7064,378,21
7065,163,44
7066,960,24
7067,1322,18
7068,123,19
7069,203,7
7070,48,27
7071,276,17
7072,198,9
7073,112,7
7074,312,19
7075,84,22
7076,293,34
7077,166,9
7078,334,19
7079,616,16
7080,354,31
7081,1292,6
7082,597,29
7083,760,15
7084,397,27
7085,403,29
7086,236,14
7087,385,10
7088,75,10
7089,969,9
7090,277,6
7091,582,30
7092,276,18
7093,224,18
7094,1201,33
7095,857,29
7096,982,19
7097,1019,30
7098,145,17
7099,726,21
7100,651,6
7101,250,8
7102,15,7
7103,480,32
7104,737,6
7105,1268,32
7106,50,28
7107,918,33
7108,130,22
7109,545,33
7110,258,26
7111,2135,7
7112,1080,33
7113,219,30
7114,343,56
7115,61,22
7116,227,31
7117,1077,30
7118,2404,24
7119,134,18
7120,1294,35
7121,799,33
7122,314,27
7123,2607,84
7124,108,23
7125,223,11
7126,1581,6
7127,768,7
7128,1507,65
7129,170,12
7130,1357,15
7131,159,57
7132,94,12
7133,301,11
7134,1974,33
7135,255,16
7136,2089,10
7137,369,69
7138,298,20
7139,11513,8
7140,2665,29
7141,1137,30
7142,220,28
7143,630,11
7144,718,11
7145,1020,14
7146,790,44
7147,179,15
7148,1906,16
7149,300,29
7150,493,14
7151,732,31
7152,551,40
7153,251,15
7154,637,13
7155,1283,10
7156,1896,15
7157,239,15
7158,62,31
7159,116,31
7160,1158,15
7161,617,10
7162,967,19
7163,950,29
7164,262,28
7165,372,10
7166,329,17
7167,214,14
7168,430,17
7169,492,11
7170,141,9
7171,2508,34
7172,195,14
7173,382,8
7174,6440,9
7175,2552,19
7176,438,8
7177,689,9
7178,568,16
7179,434,16
7180,335,12
7181,276,11
7182,1128,19
7183,536,12
7184,136,17
7185,104,19
7186,149,12
7187,331,12
7188,1382,14
7189,3167,12
7190,1043,10
7191,656,29
7192,1206,44
7193,757,29
7194,515,12
7195,667,20
7196,917,48
7197,767,45
7198,795,31
7199,600,57
7200,959,17
7201,98,8
7202,628,8
7203,84,31
7204,584,14
7205,591,14
7206,904,32
7207,233,27
7208,158,10
7209,619,38
7210,957,20
7211,2817,47
7212,517,20
7213,169,21
7214,977,48
7215,966,19
7216,242,30
7217,1023,32
7218,217,47
7219,177,18
7220,1569,20
7221,250,18
7222,1326,114
7223,417,6
7224,2623,44
7225,50,19
7226,633,33
7227,1223,112
7228,291,30
7229,347,29
7230,812,6
7231,27,42
7232,1064,28
7233,40,45
7234,311,28
7235,398,48
7236,482,43
7237,103,33
7238,559,36
7239,282,30
7240,942,37
7241,28,45
7242,485,26
7243,561,33
7244,207,32
7245,194,33
7246,1232,31
7247,424,7
7248,585,45
7249,148,31
7250,263,18
7251,172,30
7252,427,10
7253,340,34
7254,182,29
7255,635,54
7256,204,37
7257,66,21
7258,388,29
7259,991,14
7260,1427,37
7261,143,7
7262,754,8
7263,101,43
7264,1361,17
7265,223,34
7266,1046,29
7267,1433,30
7268,48,22
7269,236,33
7270,959,19
7271,440,35
7272,1412,34
7273,724,32
7274,968,46
7275,21,27
7276,26,33
7277,618,34
7278,422,33
7279,2786,16
7280,195,15
7281,234,20
7282,106,18
7283,202,15
7284,232,12
7285,16,12
7286,176,13
7287,133,16
7288,1034,14
7289,452,23
7290,20,16
7291,784,32
7292,80,32
7293,236,18
7294,228,21
7295,151,19
7296,896,95
7297,31,34
7298,20,7
7299,126,12
7300,368,17
7301,238,29
7302,117,40
7303,403,19
7304,203,16
7305,1240,21
7306,139,41
7307,108,6
7308,267,10
7309,364,50
7310,166,15
7311,350,34
7312,165,23
7313,378,29
7314,603,45
7315,226,21
7316,33,16
7317,351,50
7318,399,33
7319,3016,21
7320,2230,33
7321,1105,33
7322,112,16
7323,43,24
7324,125,103
7325,1335,20
7326,1084,40
7327,159,21
7328,333,19
7329,5009,22
7330,409,44
7331,87,24
7332,593,7
7333,37,45
7334,273,35
7335,126,33
7336,1459,32
7337,251,23
7338,314,42
7339,168,22
7340,758,19
7341,3790,27
7342,559,40
7343,1870,16
7344,1322,14
7345,3634,20
7346,1059,6
7347,1829,43
7348,2814,13
7349,380,15
7350,934,16
7351,975,79
7352,1217,32
7353,1187,31
7354,382,18
7355,430,17
7356,704,29
7357,1157,29
7358,597,29
7359,160,16
7360,1202,28
7361,446,28
7362,419,13
7363,651,195
7364,364,15
7365,1653,30
7366,322,17
7367,543,15
7368,745,11
7369,177,15
7370,311,185
7371,14,10
7372,413,15
7373,208,12
7374,367,32
7375,208,14
7376,964,27
7377,324,53
7378,74,13
7379,304,14
7380,1212,36
7381,172,10
7382,871,15
7383,115,19
7384,344,13
7385,917,8
7386,609,165
7387,20,8
7388,74,12
7389,729,20
7390,135,31
7391,2607,17
7392,109,18
7393,944,11
7394,391,175
7395,420,8
7396,347,15
7397,175,15
7398,1283,25
7399,874,20
7400,699,17
7401,394,17
7402,1630,18
7403,362,29
7404,171,27
7405,1195,20
7406,363,56
7407,280,30
7408,1063,162
7409,659,25
7410,1212,103
7411,829,21
7412,87,112
7413,12,61
7414,50,22
7415,27,10
7416,593,23
7417,1277,14
7418,1220,20
7419,55,57
7420,281,17
7421,782,18
7422,1131,9
7423,1951,135
7424,1214,33
7425,630,68
7426,120,18
7427,172,19
7428,757,94
7429,1004,6
7430,262,18
7431,219,32
7432,203,18
7433,391,33
7434,619,18
7435,151,19
7436,564,30
7437,231,34
7438,723,18
7439,167,13
7440,792,20
7441,268,17
7442,243,55
7443,258,15
7444,442,22
7445,135,20
7446,417,159
7447,17,8
7448,110,31
7449,220,17
7450,516,19
7451,143,19
7452,285,29
7453,283,17
7454,351,19
7455,193,21
7456,636,13
7457,667,20
7458,14,22
7459,210,19
7460,915,19
7461,149,20
7462,317,12
7463,322,17
7464,217,16
7465,214,15
7466,130,34
7467,36,31
7468,40,16
7469,241,17
7470,469,30
7471,223,19
7472,42,16
7473,275,20
7474,130,19
7475,155,24
7476,137,19
7477,115,6
7478,88,17
7479,205,18
7480,141,8
7481,31,7
7482,28,36
7483,180,39
7484,190,14
7485,303,11
7486,571,24
7487,275,17
7488,209,17
7489,32,20
7490,142,37
7491,249,36
7492,418,31
7493,185,30
7494,749,16
7495,755,16
7496,195,29
7497,900,36
7498,263,50
7499,79,15
7500,1152,8
7501,482,8
7502,1299,8
7503,284,6
7504,1102,33
7505,1202,17
7506,952,6
7507,2114,166
7508,164,7
7509,27,18
7510,1093,29
7511,2263,37
7512,2633,16
7513,473,28
7514,248,16
7515,667,21
7516,151,21
7517,2383,18
7518,777,25
7519,261,15
7520,185,36
7521,14,13
7522,520,29
7523,979,141
7524,82,10
7525,146,31
7526,678,13
7527,1412,23
7528,3159,35
7529,400,59
7530,3592,10
7531,2206,21
7532,327,33
7533,3423,32
7534,387,19
7535,4874,34
7536,4021,6
7537,133,6
7538,271,17
7539,15,26
7540,100,9
7541,243,9
7542,38,62
7543,48,10
7544,83,10
7545,28,7
7546,503,10
7547,15,19
7548,130,20
7549,177,13
7550,844,29
7551,247,29
7552,465,7
7553,1549,14
7554,177,10
7555,249,27
7556,1205,9
7557,848,32
7558,233,18
7559,459,9
7560,1064,15
7561,2036,28
7562,410,19
7563,322,8
7564,994,18
7565,296,8
7566,223,18
7567,1206,15
7568,967,21
7569,297,23
7570,3273,7
7571,198,19
7572,2429,32
7573,1507,37
7574,569,31
7575,1488,104
7576,1201,29
7577,108,20
7578,127,33
7579,579,33
7580,472,97
7581,1101,28
7582,2313,21
7583,924,30
7584,792,18
7585,348,6
7586,981,15
7587,295,14
7588,317,33
7589,226,17
7590,671,27
7591,1888,17
7592,1232,20
7593,165,13
7594,277,160
7595,103,43
7596,1186,18
7597,1052,12
7598,1313,14
7599,575,27
7600,1072,12
7601,647,11
7602,724,31
7603,954,76
7604,1773,14
7605,2192,41
7606,861,9
7607,297,38
7608,350,18
7609,513,15
7610,548,17
7611,840,31
7612,1574,11
7613,1182,29
7614,385,29
7615,3210,16
7616,525,31
7617,99,20
7618,298,30
7619,443,16
7620,2267,18
7621,1305,20
7622,625,22
7623,1066,31
7624,221,27
7625,729,104
7626,577,15
7627,757,12
7628,662,15
7629,665,7
7630,394,23
7631,585,27
7632,1837,179
7633,157,30
7634,435,12
7635,868,15
7636,1324,13
7637,726,52
7638,23,41
7639,1322,16
7640,462,32
7641,449,32
7642,220,91
7643,40,6
7644,132,45
7645,777,33
7646,806,43
7647,295,11
7648,1062,53
7649,261,26
7650,251,27
7651,722,27
7652,306,23
7653,636,44
7654,463,29
7655,613,152
7656,710,41
7657,277,26
7658,1421,32
7659,114,19
7660,565,16
7661,335,10
7662,206,101
7663,33,53
7664,455,35
7665,330,18
7666,234,15
7667,353,21
7668,444,21
7669,846,13
7670,233,15
7671,318,34
7672,238,21
7673,860,21
7674,220,21
7675,374,17
7676,357,21
7677,591,16
7678,322,13
7679,700,8
7680,171,20
7681,281,59
7682,14,69
7683,112,20
7684,244,31
7685,396,14
7686,301,19
7687,202,15
7688,229,20
7689,210,17
7690,749,18
7691,477,14
7692,296,16
7693,320,15
7694,306,15
7695,305,32
7696,449,15
7697,1512,13
7698,340,14
7699,255,30
7700,478,15
7701,267,30
7702,834,20
7703,395,18
7704,875,12
7705,727,17
7706,283,11
7707,381,17
7708,666,29
7709,209,34
7710,392,31
7711,1055,30
7712,253,15
7713,23,20
7714,193,17
7715,293,30
7716,378,33
7717,551,19
7718,66,17
7719,262,86
7720,88,46
7721,30,33
7722,435,21
7723,256,19
7724,294,16
7725,286,29
7726,332,12
7727,318,13
7728,363,7
7729,29,9
7730,224,18
7731,331,14
7732,284,30
7733,156,30
7734,366,17
7735,435,30
7736,519,32
7737,195,16
7738,421,15
7739,370,31
7740,326,17
7741,255,21
7742,295,46
7743,1065,23
7744,81,22
7745,596,7
7746,299,19
7747,711,29
7748,259,17
7749,81,9
7750,21,25
7751,366,20
7752,215,21
7753,223,31
7754,91,21
7755,183,21
7756,138,18
7757,274,27
7758,22,9
7759,15,19
7760,592,33
7761,535,9
7762,263,12
7763,311,28
7764,129,20
7765,487,35
7766,176,18
7767,143,30
7768,114,22
7769,102,17
7770,481,15
7771,166,31
7772,56,18
7773,278,29
7774,314,31
7775,200,19
7776,128,59
7777,106,6
7778,18,34
7779,62,11
7780,29,33
7781,544,82
7782,204,29
7783,205,102
7784,23,6
7785,27,8
7786,31,10
7787,391,100
7788,14,8
7789,113,44
7790,293,116
7791,73,33
7792,600,32
7793,4037,31
7794,284,109
7795,129,32
7796,544,33
7797,266,32
7798,847,67
7799,105,31
7800,1464,15
7801,663,29
7802,83,6
7803,1186,6
7804,57,16
7805,620,28
7806,10398,16
7807,4267,71
7808,31,15
7809,25,17
7810,113,13
7811,1286,16
7812,292,29
7813,1510,25
7814,2892,19
7815,689,6
7816,1877,27
7817,389,67
7818,266,6
7819,110,28
7820,4217,46
7821,187,13
7822,1581,9
7823,1861,20
7824,419,20
7825,326,21
7826,56,10
7827,512,37
7828,357,18
7829,496,34
7830,94,18
7831,54,45
7832,557,36
7833,475,45
7834,74,22
7835,681,37
7836,321,44
7837,217,18
7838,14,11
7839,222,16
7840,592,7
7841,432,15
7842,453,39
7843,576,32
7844,695,39
7845,484,10
7846,400,8
7847,1456,46
7848,168,33
7849,16,6
7850,685,20
7851,356,16
7852,322,29
7853,657,12
7854,238,23
7855,133,20
7856,361,31
7857,266,32
7858,600,7
7859,734,54
7860,63,32
7861,782,51
7862,217,18
7863,203,11
7864,184,20
7865,382,33
7866,614,28
7867,515,36
7868,201,20
7869,637,21
7870,339,8
7871,138,40
7872,313,30
7873,69,6
7874,369,7
7875,21,12
7876,70,27
7877,21,9
7878,130,35
7879,82,36
7880,568,40
7881,216,40
7882,327,25
7883,977,32
7884,220,31
7885,1414,27
7886,598,6
7887,128,31
7888,373,30
7889,818,27
7890,636,162
7891,651,34
7892,1505,13
7893,540,13
7894,528,96
7895,52,32
7896,351,33
7897,876,31
7898,1086,30
7899,479,15
7900,739,28
7901,931,27
7902,420,30
7903,387,13
7904,836,105
7905,264,9
7906,1098,29
7907,830,27
7908,1598,18
7909,206,12
7910,268,15
7911,1355,7
7912,1423,122
7913,287,29
7914,571,13
7915,351,66
7916,106,15
7917,57,11
7918,31,7
7919,224,14
7920,963,28
7921,567,21
7922,59,11
7923,29,18
7924,20,10
7925,105,6
7926,203,7
7927,156,48
7928,14,8
7929,454,29
7930,870,17
7931,1140,152
7932,308,60
7933,404,74
7934,30,18
7935,125,20
7936,854,10
7937,892,113
7938,2264,7
7939,1881,30
7940,1956,17
7941,367,33
7942,211,33
7943,150,19
7944,160,20
7945,341,28
7946,151,15
7947,759,34
7948,152,16
7949,299,15
7950,691,46
7951,123,185
7952,16,10
7953,2944,29
7954,917,7
7955,22,9
7956,116,12
7957,18,32
7958,135,32
7959,339,30
7960,127,42
7961,819,11
7962,1003,26
7963,335,29
7964,406,41
7965,446,13
7966,631,30
7967,353,10
7968,483,9
7969,482,21
7970,252,27
7971,1139,24
7972,1060,12
7973,758,22
7974,17,7
7975,1498,23
7976,1194,17
7977,601,28
7978,241,28
7979,978,28
7980,313,19
7981,138,29
7982,358,29
7983,1195,32
7984,1035,26
7985,319,36
7986,220,29
7987,659,26
7988,1650,27
7989,2871,15
7990,424,26
7991,845,27
7992,528,14
7993,320,29
7994,1337,46
7995,394,15
7996,470,54
7997,275,45
7998,758,31
7999,848,22
8000,196,111
8001,58,38
8002,763,16
8003,455,35
8004,1281,10
8005,1260,43
8006,976,9
8007,313,30
8008,393,32
8009,180,48
8010,553,12
8011,361,28
8012,656,37
8013,494,27
8014,580,11
8015,550,30
8016,891,29
8017,264,22
8018,157,33
8019,649,28
8020,1082,23
8021,525,13
8022,661,28
8023,1028,6
8024,249,30
8025,32,34
8026,706,31
8027,2734,9
8028,381,37
8029,193,13
8030,88,19
8031,1818,31
8032,252,31
8033,89,21
8034,566,19
8035,165,39
8036,261,30
8037,692,8
8038,738,18
8039,2160,71
8040,122,21
8041,1459,19
8042,52,35
8043,602,15
8044,848,15
8045,422,18
8046,1178,34
8047,215,30
8048,170,32
8049,174,30
8050,197,33
8051,664,21
8052,638,28
8053,488,33
8054,164,32
8055,1742,25
8056,366,8
8057,242,31
8058,330,18
8059,287,31
8060,1639,50
8061,280,29
8062,897,29
8063,681,29
8064,507,30
8065,788,27
8066,595,26
8067,711,31
8068,1717,28
8069,433,28
8070,716,14
8071,784,17
8072,1366,10
8073,741,30
8074,2169,31
8075,291,32
8076,1598,33
8077,949,32
8078,300,19
8079,940,34
8080,455,33
8081,1199,30
8082,805,34
8083,1236,28
8084,753,32
8085,272,18
8086,300,18
8087,1025,19
8088,91,36
8089,389,66
8090,666,33
8091,243,32
8092,382,31
8093,527,17
8094,252,32
8095,898,31
8096,343,31
8097,31,28
8098,264,33
8099,550,33
8100,316,30
8101,710,14
8102,207,47
8103,74,35
8104,29,54
8105,53,33
8106,2081,31
8107,30,28
8108,175,17
8109,1319,31
8110,498,31
8111,831,63
8112,155,32
8113,2210,9
8114,214,11
8115,307,96
8116,279,17
8117,575,31
8118,363,32
8119,294,31
8120,546,20
8121,245,31
8122,269,18
8123,506,50
8124,185,30
8125,755,31
8126,293,29
8127,451,32
8128,574,28
8129,1173,30
8130,242,31
8131,674,33
8132,227,33
8133,417,11
8134,726,20
8135,6568,6
8136,1981,24
8137,172,20
8138,1690,47
8139,63,8
8140,330,20
8141,607,20
8142,440,20
8143,1853,17
8144,8455,15
8145,974,23
8146,419,13
8147,688,27
8148,2343,8
8149,1653,21
8150,286,37
8151,19,18
8152,2804,15
8153,156,15
8154,3434,27
8155,1132,7
8156,589,15
8157,708,28
8158,333,28
8159,583,26
8160,2068,13
8161,355,15
8162,487,16
8163,892,34
8164,182,19
8165,322,64
8166,99,7
8167,210,23
8168,379,18
8169,1162,7
8170,358,233
8171,403,26
8172,775,30
8173,313,15
8174,357,32
8175,170,148
8176,341,34
8177,613,20
8178,96,65
8179,164,137
8180,222,98
8181,135,84
8182,76,126
8183,125,20
8184,246,14
8185,585,17
8186,629,142
8187,54,61
8188,20,54
8189,77,16
8190,104,147
8191,679,30
8192,276,76
8193,147,87
8194,187,32
8195,710,19
8196,360,28
8197,333,83
8198,365,86
8199,102,42
8200,15,7
8201,172,127
8202,184,45
8203,165,30
8204,651,84
8205,107,74
8206,174,151
8207,257,31
8208,1236,36
8209,292,19
8210,882,14
8211,378,22
8212,726,17
8213,460,14
8214,1247,32
8215,1266,24
8216,1203,24
8217,1761,8
8218,2071,18
8219,1334,27
8220,157,31
8221,120,30
8222,653,14
8223,1148,16
8224,179,28
8225,194,29
8226,1274,30
8227,364,26
8228,400,32
8229,1131,28
8230,257,26
8231,281,26
8232,675,9
8233,314,44
8234,147,18
8235,411,27
8236,1579,15
8237,766,31
8238,688,31
8239,144,31
8240,68,86
8241,60,18
8242,1106,72
8243,671,28
8244,1864,9
8245,123,116
8246,184,12
8247,494,29
8248,832,15
8249,458,14
8250,303,137
8251,919,33
8252,1715,29
8253,1670,15
8254,727,122
8255,16,17
8256,67,78
8257,147,12
8258,1413,28
8259,983,47
8260,15,8
8261,28,15
8262,285,13
8263,105,47
8264,109,18
8265,359,13
8266,685,16
8267,399,50
8268,373,32
8269,47,10
8270,2271,9
8271,482,11
8272,438,12
8273,469,30
8274,337,32
8275,103,22
8276,152,18
8277,307,20
8278,348,15
8279,378,32
8280,217,20
8281,351,6
8282,315,25
8283,694,57
8284,29,18
8285,281,42
8286,852,15
8287,453,45
8288,509,32
8289,278,124
8290,986,19
8291,553,31
8292,834,28
8293,445,29
8294,235,25
8295,831,22
8296,83,31
8297,290,46
8298,566,31
8299,171,18
8300,616,28
8301,595,33
8302,814,43
8303,325,62
8304,335,43
8305,991,48
8306,834,50
8307,904,35
8308,667,44
8309,1587,10
8310,1080,44
8311,504,70
8312,1452,33
8313,871,48
8314,1838,26
8315,534,40
8316,5024,46
8317,60,46
8318,1789,44
8319,2472,11
8320,274,15
8321,1807,25
8322,473,22
8323,224,20
8324,54,94
8325,21,15
8326,89,14
8327,389,23
8328,567,17
8329,195,24
8330,310,20
8331,366,9
8332,220,32
8333,144,22
8334,243,16
8335,140,26
8336,110,33
8337,362,32
8338,142,20
8339,186,76
8340,30,32
